continent,country,year,lifeExp
Africa,Kenya,1952,42.27
Africa,Kenya,1957,44.68600000000001
Africa,Kenya,1962,47.949
Africa,Kenya,1967,50.654
Africa,Kenya,1972,53.559
Africa,Kenya,1977,56.155
Africa,Kenya,1982,58.76600000000001
Africa,Kenya,1987,59.339
Africa,Kenya,1992,59.285
Africa,Kenya,1997,54.407
Africa,Kenya,2002,50.992
Africa,Kenya,2007,54.11
Asia,"Korea, Dem. Rep.",1952,50.056
Asia,"Korea, Dem. Rep.",1957,54.081
Asia,"Korea, Dem. Rep.",1962,56.65600000000001
Asia,"Korea, Dem. Rep.",1967,59.942
Asia,"Korea, Dem. Rep.",1972,63.983
Asia,"Korea, Dem. Rep.",1977,67.15899999999999
Asia,"Korea, Dem. Rep.",1982,69.1
Asia,"Korea, Dem. Rep.",1987,70.64699999999998
Asia,"Korea, Dem. Rep.",1992,69.97800000000001
Asia,"Korea, Dem. Rep.",1997,67.727
Asia,"Korea, Dem. Rep.",2002,66.66199999999999
Asia,"Korea, Dem. Rep.",2007,67.297
Asia,"Korea, Rep.",1952,47.453
Asia,"Korea, Rep.",1957,52.681
Asia,"Korea, Rep.",1962,55.292
Asia,"Korea, Rep.",1967,57.716
Asia,"Korea, Rep.",1972,62.612
Asia,"Korea, Rep.",1977,64.766
Asia,"Korea, Rep.",1982,67.123
Asia,"Korea, Rep.",1987,69.81
Asia,"Korea, Rep.",1992,72.244
Asia,"Korea, Rep.",1997,74.64699999999998
Asia,"Korea, Rep.",2002,77.045
Asia,"Korea, Rep.",2007,78.623
Asia,Kuwait,1952,55.565
Asia,Kuwait,1957,58.033
Asia,Kuwait,1962,60.47
Asia,Kuwait,1967,64.624
Asia,Kuwait,1972,67.712
Asia,Kuwait,1977,69.343
Asia,Kuwait,1982,71.309
Asia,Kuwait,1987,74.17399999999998
Asia,Kuwait,1992,75.19
Asia,Kuwait,1997,76.156
Asia,Kuwait,2002,76.904
Asia,Kuwait,2007,77.58800000000002
Asia,Lebanon,1952,55.928
Asia,Lebanon,1957,59.489
Asia,Lebanon,1962,62.094
Asia,Lebanon,1967,63.87
Asia,Lebanon,1972,65.421
Asia,Lebanon,1977,66.09899999999999
Asia,Lebanon,1982,66.983
Asia,Lebanon,1987,67.926
Asia,Lebanon,1992,69.292
Asia,Lebanon,1997,70.265
Asia,Lebanon,2002,71.028
Asia,Lebanon,2007,71.993
Africa,Lesotho,1952,42.13800000000001
Africa,Lesotho,1957,45.047
Africa,Lesotho,1962,47.747
Africa,Lesotho,1967,48.492
Africa,Lesotho,1972,49.767
Africa,Lesotho,1977,52.208
Africa,Lesotho,1982,55.078
Africa,Lesotho,1987,57.18
Africa,Lesotho,1992,59.685
Africa,Lesotho,1997,55.558
Africa,Lesotho,2002,44.593
Africa,Lesotho,2007,42.592
Africa,Liberia,1952,38.48
Africa,Liberia,1957,39.486
Africa,Liberia,1962,40.502
Africa,Liberia,1967,41.536
Africa,Liberia,1972,42.614
Africa,Liberia,1977,43.764
Africa,Liberia,1982,44.852
Africa,Liberia,1987,46.027
Africa,Liberia,1992,40.802
Africa,Liberia,1997,42.221
Africa,Liberia,2002,43.753
Africa,Liberia,2007,45.678
Africa,Libya,1952,42.723
Africa,Libya,1957,45.289
Africa,Libya,1962,47.808
Africa,Libya,1967,50.227
Africa,Libya,1972,52.773
Africa,Libya,1977,57.442
Africa,Libya,1982,62.155
Africa,Libya,1987,66.234
Africa,Libya,1992,68.755
Africa,Libya,1997,71.555
Africa,Libya,2002,72.737
Africa,Libya,2007,73.952
Africa,Madagascar,1952,36.681
Africa,Madagascar,1957,38.865
Africa,Madagascar,1962,40.848
Africa,Madagascar,1967,42.881
Africa,Madagascar,1972,44.851000000000006
Africa,Madagascar,1977,46.881
Africa,Madagascar,1982,48.969
Africa,Madagascar,1987,49.35
Africa,Madagascar,1992,52.214
Africa,Madagascar,1997,54.978
Africa,Madagascar,2002,57.286
Africa,Madagascar,2007,59.44300000000001
Africa,Malawi,1952,36.256
Africa,Malawi,1957,37.207
Africa,Malawi,1962,38.41
Africa,Malawi,1967,39.487
Africa,Malawi,1972,41.76600000000001
Africa,Malawi,1977,43.767
Africa,Malawi,1982,45.642
Africa,Malawi,1987,47.457
Africa,Malawi,1992,49.42
Africa,Malawi,1997,47.495
Africa,Malawi,2002,45.00899999999999
Africa,Malawi,2007,48.303
Asia,Malaysia,1952,48.463
Asia,Malaysia,1957,52.102
Asia,Malaysia,1962,55.737
Asia,Malaysia,1967,59.371
Asia,Malaysia,1972,63.01
Asia,Malaysia,1977,65.256
Asia,Malaysia,1982,68.0
Asia,Malaysia,1987,69.5
Asia,Malaysia,1992,70.693
Asia,Malaysia,1997,71.938
Asia,Malaysia,2002,73.044
Asia,Malaysia,2007,74.241
Africa,Mali,1952,33.685
Africa,Mali,1957,35.30699999999999
Africa,Mali,1962,36.936
Africa,Mali,1967,38.487
Africa,Mali,1972,39.977
Africa,Mali,1977,41.714
Africa,Mali,1982,43.916
Africa,Mali,1987,46.364
Africa,Mali,1992,48.38800000000001
Africa,Mali,1997,49.903
Africa,Mali,2002,51.81800000000001
Africa,Mali,2007,54.467
Africa,Mauritania,1952,40.543
Africa,Mauritania,1957,42.338
Africa,Mauritania,1962,44.24800000000001
Africa,Mauritania,1967,46.289
Africa,Mauritania,1972,48.437
Africa,Mauritania,1977,50.852
Africa,Mauritania,1982,53.599
Africa,Mauritania,1987,56.145
Africa,Mauritania,1992,58.333
Africa,Mauritania,1997,60.43
Africa,Mauritania,2002,62.247
Africa,Mauritania,2007,64.164
Africa,Mauritius,1952,50.986
Africa,Mauritius,1957,58.089
Africa,Mauritius,1962,60.246
Africa,Mauritius,1967,61.557
Africa,Mauritius,1972,62.944
Africa,Mauritius,1977,64.93
Africa,Mauritius,1982,66.711
Africa,Mauritius,1987,68.74
Africa,Mauritius,1992,69.745
Africa,Mauritius,1997,70.736
Africa,Mauritius,2002,71.954
Africa,Mauritius,2007,72.801
Americas,Mexico,1952,50.789
Americas,Mexico,1957,55.19
Americas,Mexico,1962,58.299
Americas,Mexico,1967,60.11
Americas,Mexico,1972,62.361
Americas,Mexico,1977,65.032
Americas,Mexico,1982,67.405
Americas,Mexico,1987,69.498
Americas,Mexico,1992,71.455
Americas,Mexico,1997,73.67
Americas,Mexico,2002,74.902
Americas,Mexico,2007,76.195
Asia,Mongolia,1952,42.244
Asia,Mongolia,1957,45.24800000000001
Asia,Mongolia,1962,48.25100000000001
Asia,Mongolia,1967,51.253
Asia,Mongolia,1972,53.754
Asia,Mongolia,1977,55.49100000000001
Asia,Mongolia,1982,57.489
Asia,Mongolia,1987,60.222
Asia,Mongolia,1992,61.271
Asia,Mongolia,1997,63.625
Asia,Mongolia,2002,65.033
Asia,Mongolia,2007,66.803
Europe,Montenegro,1952,59.164
Europe,Montenegro,1957,61.448
Europe,Montenegro,1962,63.728
Europe,Montenegro,1967,67.178
Europe,Montenegro,1972,70.63600000000002
Europe,Montenegro,1977,73.066
Europe,Montenegro,1982,74.101
Europe,Montenegro,1987,74.865
Europe,Montenegro,1992,75.435
Europe,Montenegro,1997,75.445
Europe,Montenegro,2002,73.98100000000002
Europe,Montenegro,2007,74.543
Africa,Morocco,1952,42.87300000000001
Africa,Morocco,1957,45.423
Africa,Morocco,1962,47.924
Africa,Morocco,1967,50.335
Africa,Morocco,1972,52.862
Africa,Morocco,1977,55.73
Africa,Morocco,1982,59.65
Africa,Morocco,1987,62.677
Africa,Morocco,1992,65.393
Africa,Morocco,1997,67.66
Africa,Morocco,2002,69.615
Africa,Morocco,2007,71.164
Africa,Mozambique,1952,31.286
Africa,Mozambique,1957,33.779
Africa,Mozambique,1962,36.161
Africa,Mozambique,1967,38.113
Africa,Mozambique,1972,40.328
Africa,Mozambique,1977,42.495
Africa,Mozambique,1982,42.795
Africa,Mozambique,1987,42.861
Africa,Mozambique,1992,44.284
Africa,Mozambique,1997,46.344
Africa,Mozambique,2002,44.026
Africa,Mozambique,2007,42.082
Asia,Myanmar,1952,36.319
Asia,Myanmar,1957,41.905
Asia,Myanmar,1962,45.108
Asia,Myanmar,1967,49.379
Asia,Myanmar,1972,53.07
Asia,Myanmar,1977,56.059
Asia,Myanmar,1982,58.056
Asia,Myanmar,1987,58.339
Asia,Myanmar,1992,59.32
Asia,Myanmar,1997,60.328
Asia,Myanmar,2002,59.908
Asia,Myanmar,2007,62.069
Africa,Namibia,1952,41.725
Africa,Namibia,1957,45.226000000000006
Africa,Namibia,1962,48.386
Africa,Namibia,1967,51.159
Africa,Namibia,1972,53.867
Africa,Namibia,1977,56.437
Africa,Namibia,1982,58.968
Africa,Namibia,1987,60.835
Africa,Namibia,1992,61.999
Africa,Namibia,1997,58.909
Africa,Namibia,2002,51.479
Africa,Namibia,2007,52.90600000000001
Asia,Nepal,1952,36.157
Asia,Nepal,1957,37.686
Asia,Nepal,1962,39.393
Asia,Nepal,1967,41.472
Asia,Nepal,1972,43.971
Asia,Nepal,1977,46.74800000000001
Asia,Nepal,1982,49.594
Asia,Nepal,1987,52.537
Asia,Nepal,1992,55.727
Asia,Nepal,1997,59.426
Asia,Nepal,2002,61.34
Asia,Nepal,2007,63.785
Europe,Netherlands,1952,72.13
Europe,Netherlands,1957,72.99
Europe,Netherlands,1962,73.23
Europe,Netherlands,1967,73.82
Europe,Netherlands,1972,73.75
Europe,Netherlands,1977,75.24
Europe,Netherlands,1982,76.05
Europe,Netherlands,1987,76.83
Europe,Netherlands,1992,77.42
Europe,Netherlands,1997,78.03
Europe,Netherlands,2002,78.53
Europe,Netherlands,2007,79.762
Oceania,New Zealand,1952,69.39
Oceania,New Zealand,1957,70.26
Oceania,New Zealand,1962,71.24
Oceania,New Zealand,1967,71.52
Oceania,New Zealand,1972,71.89
Oceania,New Zealand,1977,72.22
Oceania,New Zealand,1982,73.84
Oceania,New Zealand,1987,74.32
Oceania,New Zealand,1992,76.33
Oceania,New Zealand,1997,77.55
Oceania,New Zealand,2002,79.11
Oceania,New Zealand,2007,80.204
Americas,Nicaragua,1952,42.31399999999999
Americas,Nicaragua,1957,45.432
Americas,Nicaragua,1962,48.632
Americas,Nicaragua,1967,51.88399999999999
Americas,Nicaragua,1972,55.151
Americas,Nicaragua,1977,57.47
Americas,Nicaragua,1982,59.298
Americas,Nicaragua,1987,62.008
Americas,Nicaragua,1992,65.843
Americas,Nicaragua,1997,68.426
Americas,Nicaragua,2002,70.836
Americas,Nicaragua,2007,72.899
Africa,Niger,1952,37.444
Africa,Niger,1957,38.598
Africa,Niger,1962,39.487
Africa,Niger,1967,40.118
Africa,Niger,1972,40.546
Africa,Niger,1977,41.291
Africa,Niger,1982,42.598
Africa,Niger,1987,44.555
Africa,Niger,1992,47.39100000000001
Africa,Niger,1997,51.313
Africa,Niger,2002,54.496
Africa,Niger,2007,56.867
Africa,Nigeria,1952,36.324
Africa,Nigeria,1957,37.802
Africa,Nigeria,1962,39.36
Africa,Nigeria,1967,41.04
Africa,Nigeria,1972,42.82100000000001
Africa,Nigeria,1977,44.514
Africa,Nigeria,1982,45.826
Africa,Nigeria,1987,46.886
Africa,Nigeria,1992,47.472
Africa,Nigeria,1997,47.464
Africa,Nigeria,2002,46.608
Africa,Nigeria,2007,46.859
Europe,Norway,1952,72.67
Europe,Norway,1957,73.44
Europe,Norway,1962,73.47
Europe,Norway,1967,74.08
Europe,Norway,1972,74.34
Europe,Norway,1977,75.37
Europe,Norway,1982,75.97
Europe,Norway,1987,75.89
Europe,Norway,1992,77.32
Europe,Norway,1997,78.32
Europe,Norway,2002,79.05
Europe,Norway,2007,80.196
Asia,Oman,1952,37.578
Asia,Oman,1957,40.08
Asia,Oman,1962,43.165
Asia,Oman,1967,46.988
Asia,Oman,1972,52.143
Asia,Oman,1977,57.367
Asia,Oman,1982,62.728
Asia,Oman,1987,67.734
Asia,Oman,1992,71.197
Asia,Oman,1997,72.499
Asia,Oman,2002,74.193
Asia,Oman,2007,75.64
Asia,Pakistan,1952,43.43600000000001
Asia,Pakistan,1957,45.557
Asia,Pakistan,1962,47.67
Asia,Pakistan,1967,49.8
Asia,Pakistan,1972,51.929
Asia,Pakistan,1977,54.043
Asia,Pakistan,1982,56.158
Asia,Pakistan,1987,58.245
Asia,Pakistan,1992,60.838
Asia,Pakistan,1997,61.81800000000001
Asia,Pakistan,2002,63.61
Asia,Pakistan,2007,65.483
Americas,Panama,1952,55.191
Americas,Panama,1957,59.201
Americas,Panama,1962,61.817
Americas,Panama,1967,64.071
Americas,Panama,1972,66.21600000000001
Americas,Panama,1977,68.681
Americas,Panama,1982,70.472
Americas,Panama,1987,71.523
Americas,Panama,1992,72.462
Americas,Panama,1997,73.738
Americas,Panama,2002,74.712
Americas,Panama,2007,75.53699999999998
Americas,Paraguay,1952,62.649
Americas,Paraguay,1957,63.19600000000001
Americas,Paraguay,1962,64.361
Americas,Paraguay,1967,64.95100000000001
Americas,Paraguay,1972,65.815
Americas,Paraguay,1977,66.35300000000001
Americas,Paraguay,1982,66.874
Americas,Paraguay,1987,67.378
Americas,Paraguay,1992,68.225
Americas,Paraguay,1997,69.4
Americas,Paraguay,2002,70.755
Americas,Paraguay,2007,71.752
Americas,Peru,1952,43.902
Americas,Peru,1957,46.26300000000001
Americas,Peru,1962,49.096
Americas,Peru,1967,51.445
Americas,Peru,1972,55.448
Americas,Peru,1977,58.447
Americas,Peru,1982,61.40600000000001
Americas,Peru,1987,64.134
Americas,Peru,1992,66.458
Americas,Peru,1997,68.38600000000001
Americas,Peru,2002,69.906
Americas,Peru,2007,71.421
Asia,Philippines,1952,47.752
Asia,Philippines,1957,51.334
Asia,Philippines,1962,54.757
Asia,Philippines,1967,56.393
Asia,Philippines,1972,58.065
Asia,Philippines,1977,60.06
Asia,Philippines,1982,62.082
Asia,Philippines,1987,64.15100000000001
Asia,Philippines,1992,66.458
Asia,Philippines,1997,68.564
Asia,Philippines,2002,70.303
Asia,Philippines,2007,71.688
Europe,Poland,1952,61.31
Europe,Poland,1957,65.77
Europe,Poland,1962,67.64
Europe,Poland,1967,69.61
Europe,Poland,1972,70.85
Europe,Poland,1977,70.67
Europe,Poland,1982,71.32
Europe,Poland,1987,70.98
Europe,Poland,1992,70.99
Europe,Poland,1997,72.75
Europe,Poland,2002,74.67
Europe,Poland,2007,75.563
Europe,Portugal,1952,59.82
Europe,Portugal,1957,61.51
Europe,Portugal,1962,64.39
Europe,Portugal,1967,66.6
Europe,Portugal,1972,69.26
Europe,Portugal,1977,70.41
Europe,Portugal,1982,72.77
Europe,Portugal,1987,74.06
Europe,Portugal,1992,74.86
Europe,Portugal,1997,75.97
Europe,Portugal,2002,77.29
Europe,Portugal,2007,78.098
Americas,Puerto Rico,1952,64.28
Americas,Puerto Rico,1957,68.54
Americas,Puerto Rico,1962,69.62
Americas,Puerto Rico,1967,71.1
Americas,Puerto Rico,1972,72.16
Americas,Puerto Rico,1977,73.44
Americas,Puerto Rico,1982,73.75
Americas,Puerto Rico,1987,74.63
Americas,Puerto Rico,1992,73.911
Americas,Puerto Rico,1997,74.917
Americas,Puerto Rico,2002,77.778
Americas,Puerto Rico,2007,78.74600000000002
Africa,Reunion,1952,52.724
Africa,Reunion,1957,55.09
Africa,Reunion,1962,57.666
Africa,Reunion,1967,60.542
Africa,Reunion,1972,64.274
Africa,Reunion,1977,67.064
Africa,Reunion,1982,69.885
Africa,Reunion,1987,71.913
Africa,Reunion,1992,73.615
Africa,Reunion,1997,74.77199999999998
Africa,Reunion,2002,75.744
Africa,Reunion,2007,76.442
Europe,Romania,1952,61.05
Europe,Romania,1957,64.1
Europe,Romania,1962,66.8
Europe,Romania,1967,66.8
Europe,Romania,1972,69.21
Europe,Romania,1977,69.46
Europe,Romania,1982,69.66
Europe,Romania,1987,69.53
Europe,Romania,1992,69.36
Europe,Romania,1997,69.72
Europe,Romania,2002,71.322
Europe,Romania,2007,72.476
Africa,Rwanda,1952,40.0
Africa,Rwanda,1957,41.5
Africa,Rwanda,1962,43.0
Africa,Rwanda,1967,44.1
Africa,Rwanda,1972,44.6
Africa,Rwanda,1977,45.0
Africa,Rwanda,1982,46.218
Africa,Rwanda,1987,44.02
Africa,Rwanda,1992,23.599
Africa,Rwanda,1997,36.087
Africa,Rwanda,2002,43.413
Africa,Rwanda,2007,46.242
Africa,Sao Tome and Principe,1952,46.471
Africa,Sao Tome and Principe,1957,48.945
Africa,Sao Tome and Principe,1962,51.893
Africa,Sao Tome and Principe,1967,54.425
Africa,Sao Tome and Principe,1972,56.48
Africa,Sao Tome and Principe,1977,58.55
Africa,Sao Tome and Principe,1982,60.351000000000006
Africa,Sao Tome and Principe,1987,61.728
Africa,Sao Tome and Principe,1992,62.742
Africa,Sao Tome and Principe,1997,63.306
Africa,Sao Tome and Principe,2002,64.337
Africa,Sao Tome and Principe,2007,65.528
Asia,Saudi Arabia,1952,39.875
Asia,Saudi Arabia,1957,42.868
Asia,Saudi Arabia,1962,45.914
Asia,Saudi Arabia,1967,49.901
Asia,Saudi Arabia,1972,53.886
Asia,Saudi Arabia,1977,58.69
Asia,Saudi Arabia,1982,63.012
Asia,Saudi Arabia,1987,66.295
Asia,Saudi Arabia,1992,68.768
Asia,Saudi Arabia,1997,70.533
Asia,Saudi Arabia,2002,71.626
Asia,Saudi Arabia,2007,72.777
Africa,Senegal,1952,37.278
Africa,Senegal,1957,39.329
Africa,Senegal,1962,41.45399999999999
Africa,Senegal,1967,43.563
Africa,Senegal,1972,45.815
Africa,Senegal,1977,48.879
Africa,Senegal,1982,52.379
Africa,Senegal,1987,55.769
Africa,Senegal,1992,58.19600000000001
Africa,Senegal,1997,60.187
Africa,Senegal,2002,61.6
Africa,Senegal,2007,63.062
Europe,Serbia,1952,57.996
Europe,Serbia,1957,61.685
Europe,Serbia,1962,64.531
Europe,Serbia,1967,66.914
Europe,Serbia,1972,68.7
Europe,Serbia,1977,70.3
Europe,Serbia,1982,70.16199999999999
Europe,Serbia,1987,71.218
Europe,Serbia,1992,71.65899999999998
Europe,Serbia,1997,72.232
Europe,Serbia,2002,73.21300000000002
Europe,Serbia,2007,74.002
Africa,Sierra Leone,1952,30.331
Africa,Sierra Leone,1957,31.57
Africa,Sierra Leone,1962,32.767
Africa,Sierra Leone,1967,34.113
Africa,Sierra Leone,1972,35.4
Africa,Sierra Leone,1977,36.788
Africa,Sierra Leone,1982,38.445
Africa,Sierra Leone,1987,40.006
Africa,Sierra Leone,1992,38.333
Africa,Sierra Leone,1997,39.897
Africa,Sierra Leone,2002,41.012
Africa,Sierra Leone,2007,42.56800000000001
Asia,Singapore,1952,60.396
Asia,Singapore,1957,63.179
Asia,Singapore,1962,65.798
Asia,Singapore,1967,67.946
Asia,Singapore,1972,69.521
Asia,Singapore,1977,70.795
Asia,Singapore,1982,71.76
Asia,Singapore,1987,73.56
Asia,Singapore,1992,75.788
Asia,Singapore,1997,77.158
Asia,Singapore,2002,78.77
Asia,Singapore,2007,79.972
Europe,Slovak Republic,1952,64.36
Europe,Slovak Republic,1957,67.45
Europe,Slovak Republic,1962,70.33
Europe,Slovak Republic,1967,70.98
Europe,Slovak Republic,1972,70.35
Europe,Slovak Republic,1977,70.45
Europe,Slovak Republic,1982,70.8
Europe,Slovak Republic,1987,71.08
Europe,Slovak Republic,1992,71.38
Europe,Slovak Republic,1997,72.71
Europe,Slovak Republic,2002,73.8
Europe,Slovak Republic,2007,74.663
Europe,Slovenia,1952,65.57
Europe,Slovenia,1957,67.85
Europe,Slovenia,1962,69.15
Europe,Slovenia,1967,69.18
Europe,Slovenia,1972,69.82
Europe,Slovenia,1977,70.97
Europe,Slovenia,1982,71.063
Europe,Slovenia,1987,72.25
Europe,Slovenia,1992,73.64
Europe,Slovenia,1997,75.13
Europe,Slovenia,2002,76.66
Europe,Slovenia,2007,77.926
Africa,Somalia,1952,32.978
Africa,Somalia,1957,34.977
Africa,Somalia,1962,36.981
Africa,Somalia,1967,38.977
Africa,Somalia,1972,40.973
Africa,Somalia,1977,41.974
Africa,Somalia,1982,42.955
Africa,Somalia,1987,44.50100000000001
Africa,Somalia,1992,39.658
Africa,Somalia,1997,43.795
Africa,Somalia,2002,45.93600000000001
Africa,Somalia,2007,48.159
Africa,South Africa,1952,45.00899999999999
Africa,South Africa,1957,47.985
Africa,South Africa,1962,49.951
Africa,South Africa,1967,51.927
Africa,South Africa,1972,53.69600000000001
Africa,South Africa,1977,55.527
Africa,South Africa,1982,58.161
Africa,South Africa,1987,60.834
Africa,South Africa,1992,61.88800000000001
Africa,South Africa,1997,60.236
Africa,South Africa,2002,53.365
Africa,South Africa,2007,49.339
Europe,Spain,1952,64.94
Europe,Spain,1957,66.66
Europe,Spain,1962,69.69
Europe,Spain,1967,71.44
Europe,Spain,1972,73.06
Europe,Spain,1977,74.39
Europe,Spain,1982,76.3
Europe,Spain,1987,76.9
Europe,Spain,1992,77.57
Europe,Spain,1997,78.77
Europe,Spain,2002,79.78
Europe,Spain,2007,80.941
Asia,Sri Lanka,1952,57.593
Asia,Sri Lanka,1957,61.456
Asia,Sri Lanka,1962,62.192
Asia,Sri Lanka,1967,64.266
Asia,Sri Lanka,1972,65.042
Asia,Sri Lanka,1977,65.949
Asia,Sri Lanka,1982,68.757
Asia,Sri Lanka,1987,69.01100000000001
Asia,Sri Lanka,1992,70.37899999999998
Asia,Sri Lanka,1997,70.457
Asia,Sri Lanka,2002,70.815
Asia,Sri Lanka,2007,72.396
Africa,Sudan,1952,38.635
Africa,Sudan,1957,39.624
Africa,Sudan,1962,40.87
Africa,Sudan,1967,42.858
Africa,Sudan,1972,45.083
Africa,Sudan,1977,47.8
Africa,Sudan,1982,50.338
Africa,Sudan,1987,51.744
Africa,Sudan,1992,53.556
Africa,Sudan,1997,55.37300000000001
Africa,Sudan,2002,56.369
Africa,Sudan,2007,58.556
Africa,Swaziland,1952,41.407
Africa,Swaziland,1957,43.424
Africa,Swaziland,1962,44.992
Africa,Swaziland,1967,46.633
Africa,Swaziland,1972,49.552
Africa,Swaziland,1977,52.537
Africa,Swaziland,1982,55.56100000000001
Africa,Swaziland,1987,57.678
Africa,Swaziland,1992,58.474
Africa,Swaziland,1997,54.289
Africa,Swaziland,2002,43.869
Africa,Swaziland,2007,39.613
Europe,Sweden,1952,71.86
Europe,Sweden,1957,72.49
Europe,Sweden,1962,73.37
Europe,Sweden,1967,74.16
Europe,Sweden,1972,74.72
Europe,Sweden,1977,75.44
Europe,Sweden,1982,76.42
Europe,Sweden,1987,77.19
Europe,Sweden,1992,78.16
Europe,Sweden,1997,79.39
Europe,Sweden,2002,80.04
Europe,Sweden,2007,80.884
Europe,Switzerland,1952,69.62
Europe,Switzerland,1957,70.56
Europe,Switzerland,1962,71.32
Europe,Switzerland,1967,72.77
Europe,Switzerland,1972,73.78
Europe,Switzerland,1977,75.39
Europe,Switzerland,1982,76.21
Europe,Switzerland,1987,77.41
Europe,Switzerland,1992,78.03
Europe,Switzerland,1997,79.37
Europe,Switzerland,2002,80.62
Europe,Switzerland,2007,81.70100000000002
Asia,Syria,1952,45.883
Asia,Syria,1957,48.284
Asia,Syria,1962,50.305
Asia,Syria,1967,53.655
Asia,Syria,1972,57.29600000000001
Asia,Syria,1977,61.195
Asia,Syria,1982,64.59
Asia,Syria,1987,66.97399999999999
Asia,Syria,1992,69.249
Asia,Syria,1997,71.527
Asia,Syria,2002,73.053
Asia,Syria,2007,74.143
Asia,Taiwan,1952,58.5
Asia,Taiwan,1957,62.4
Asia,Taiwan,1962,65.2
Asia,Taiwan,1967,67.5
Asia,Taiwan,1972,69.39
Asia,Taiwan,1977,70.59
Asia,Taiwan,1982,72.16
Asia,Taiwan,1987,73.4
Asia,Taiwan,1992,74.26
Asia,Taiwan,1997,75.25
Asia,Taiwan,2002,76.99
Asia,Taiwan,2007,78.4
Africa,Tanzania,1952,41.215
Africa,Tanzania,1957,42.974
Africa,Tanzania,1962,44.246
Africa,Tanzania,1967,45.757
Africa,Tanzania,1972,47.62
Africa,Tanzania,1977,49.919
Africa,Tanzania,1982,50.608
Africa,Tanzania,1987,51.535
Africa,Tanzania,1992,50.44
Africa,Tanzania,1997,48.466
Africa,Tanzania,2002,49.651
Africa,Tanzania,2007,52.517
Asia,Thailand,1952,50.848
Asia,Thailand,1957,53.63
Asia,Thailand,1962,56.06100000000001
Asia,Thailand,1967,58.285
Asia,Thailand,1972,60.405
Asia,Thailand,1977,62.494
Asia,Thailand,1982,64.597
Asia,Thailand,1987,66.084
Asia,Thailand,1992,67.298
Asia,Thailand,1997,67.521
Asia,Thailand,2002,68.564
Asia,Thailand,2007,70.616
Africa,Togo,1952,38.596
Africa,Togo,1957,41.208
Africa,Togo,1962,43.922
Africa,Togo,1967,46.769
Africa,Togo,1972,49.75899999999999
Africa,Togo,1977,52.887
Africa,Togo,1982,55.471
Africa,Togo,1987,56.941
Africa,Togo,1992,58.06100000000001
Africa,Togo,1997,58.39
Africa,Togo,2002,57.56100000000001
Africa,Togo,2007,58.42
Americas,Trinidad and Tobago,1952,59.1
Americas,Trinidad and Tobago,1957,61.8
Americas,Trinidad and Tobago,1962,64.9
Americas,Trinidad and Tobago,1967,65.4
Americas,Trinidad and Tobago,1972,65.9
Americas,Trinidad and Tobago,1977,68.3
Americas,Trinidad and Tobago,1982,68.832
Americas,Trinidad and Tobago,1987,69.582
Americas,Trinidad and Tobago,1992,69.862
Americas,Trinidad and Tobago,1997,69.465
Americas,Trinidad and Tobago,2002,68.976
Americas,Trinidad and Tobago,2007,69.819
Africa,Tunisia,1952,44.6
Africa,Tunisia,1957,47.1
Africa,Tunisia,1962,49.57899999999999
Africa,Tunisia,1967,52.053
Africa,Tunisia,1972,55.602
Africa,Tunisia,1977,59.837
Africa,Tunisia,1982,64.048
Africa,Tunisia,1987,66.89399999999999
Africa,Tunisia,1992,70.001
Africa,Tunisia,1997,71.973
Africa,Tunisia,2002,73.042
Africa,Tunisia,2007,73.923
Europe,Turkey,1952,43.585
Europe,Turkey,1957,48.07899999999999
Europe,Turkey,1962,52.098
Europe,Turkey,1967,54.33600000000001
Europe,Turkey,1972,57.005
Europe,Turkey,1977,59.507
Europe,Turkey,1982,61.036
Europe,Turkey,1987,63.108
Europe,Turkey,1992,66.146
Europe,Turkey,1997,68.835
Europe,Turkey,2002,70.845
Europe,Turkey,2007,71.777
Africa,Uganda,1952,39.978
Africa,Uganda,1957,42.57100000000001
Africa,Uganda,1962,45.344
Africa,Uganda,1967,48.051
Africa,Uganda,1972,51.01600000000001
Africa,Uganda,1977,50.35
Africa,Uganda,1982,49.849
Africa,Uganda,1987,51.50899999999999
Africa,Uganda,1992,48.825
Africa,Uganda,1997,44.578
Africa,Uganda,2002,47.813
Africa,Uganda,2007,51.542
Europe,United Kingdom,1952,69.18
Europe,United Kingdom,1957,70.42
Europe,United Kingdom,1962,70.76
Europe,United Kingdom,1967,71.36
Europe,United Kingdom,1972,72.01
Europe,United Kingdom,1977,72.76
Europe,United Kingdom,1982,74.04
Europe,United Kingdom,1987,75.007
Europe,United Kingdom,1992,76.42
Europe,United Kingdom,1997,77.218
Europe,United Kingdom,2002,78.471
Europe,United Kingdom,2007,79.425
Americas,United States,1952,68.44
Americas,United States,1957,69.49
Americas,United States,1962,70.21
Americas,United States,1967,70.76
Americas,United States,1972,71.34
Americas,United States,1977,73.38
Americas,United States,1982,74.65
Americas,United States,1987,75.02
Americas,United States,1992,76.09
Americas,United States,1997,76.81
Americas,United States,2002,77.31
Americas,United States,2007,78.242
Americas,Uruguay,1952,66.071
Americas,Uruguay,1957,67.044
Americas,Uruguay,1962,68.253
Americas,Uruguay,1967,68.468
Americas,Uruguay,1972,68.673
Americas,Uruguay,1977,69.48100000000001
Americas,Uruguay,1982,70.805
Americas,Uruguay,1987,71.918
