continent,country,year,gdpPercap
Asia,Iran,1997,8263.590301
Asia,Iran,2002,9240.761975
Asia,Iran,2007,11605.71449
Asia,Iraq,1952,4129.766056
Asia,Iraq,1957,6229.333562
Asia,Iraq,1962,8341.737815
Asia,Iraq,1967,8931.459811
Asia,Iraq,1972,9576.037596
Asia,Iraq,1977,14688.23507
Asia,Iraq,1982,14517.90711
Asia,Iraq,1987,11643.57268
Asia,Iraq,1992,3745.640687
Asia,Iraq,1997,3076.239795
Asia,Iraq,2002,4390.717312
Asia,Iraq,2007,4471.061906
Europe,Ireland,1952,5210.280328
Europe,Ireland,1957,5599.077872
Europe,Ireland,1962,6631.597314
Europe,Ireland,1967,7655.568963
Europe,Ireland,1972,9530.772896
Europe,Ireland,1977,11150.98113
Europe,Ireland,1982,12618.32141
Europe,Ireland,1987,13872.86652
Europe,Ireland,1992,17558.81555
Europe,Ireland,1997,24521.94713
Europe,Ireland,2002,34077.04939
Europe,Ireland,2007,40675.99635
Asia,Israel,1952,4086.522128
Asia,Israel,1957,5385.278451
Asia,Israel,1962,7105.630706
Asia,Israel,1967,8393.741404
Asia,Israel,1972,12786.93223
Asia,Israel,1977,13306.61921
Asia,Israel,1982,15367.0292
Asia,Israel,1987,17122.47986
Asia,Israel,1992,18051.52254
Asia,Israel,1997,20896.60924
Asia,Israel,2002,21905.59514
Asia,Israel,2007,25523.2771
Europe,Italy,1952,4931.404154999998
Europe,Italy,1957,6248.656232
Europe,Italy,1962,8243.58234
Europe,Italy,1967,10022.40131
Europe,Italy,1972,12269.27378
Europe,Italy,1977,14255.98475
Europe,Italy,1982,16537.4835
Europe,Italy,1987,19207.23482
Europe,Italy,1992,22013.64486
Europe,Italy,1997,24675.02446
Europe,Italy,2002,27968.09817
Europe,Italy,2007,28569.7197
Americas,Jamaica,1952,2898.530881
Americas,Jamaica,1957,4756.525781
Americas,Jamaica,1962,5246.107524
Americas,Jamaica,1967,6124.703450999999
Americas,Jamaica,1972,7433.889293000001
Americas,Jamaica,1977,6650.195573
Americas,Jamaica,1982,6068.05135
Americas,Jamaica,1987,6351.237495
Americas,Jamaica,1992,7404.923685
Americas,Jamaica,1997,7121.924704000001
Americas,Jamaica,2002,6994.774861
Americas,Jamaica,2007,7320.8802620000015
Asia,Japan,1952,3216.956347
Asia,Japan,1957,4317.694365
Asia,Japan,1962,6576.649461
Asia,Japan,1967,9847.788607
Asia,Japan,1972,14778.78636
Asia,Japan,1977,16610.37701
Asia,Japan,1982,19384.10571
Asia,Japan,1987,22375.94189
Asia,Japan,1992,26824.89511
Asia,Japan,1997,28816.58499
Asia,Japan,2002,28604.5919
Asia,Japan,2007,31656.06806
Asia,Jordan,1952,1546.907807
Asia,Jordan,1957,1886.080591
Asia,Jordan,1962,2348.009158
Asia,Jordan,1967,2741.796252
Asia,Jordan,1972,2110.856309
Asia,Jordan,1977,2852.351568
Asia,Jordan,1982,4161.415959
Asia,Jordan,1987,4448.679912
Asia,Jordan,1992,3431.593647
Asia,Jordan,1997,3645.379572
Asia,Jordan,2002,3844.917194
Asia,Jordan,2007,4519.461171
Africa,Kenya,1952,853.5409189999998
Africa,Kenya,1957,944.4383152
Africa,Kenya,1962,896.9663732
Africa,Kenya,1967,1056.736457
Africa,Kenya,1972,1222.359968
Africa,Kenya,1977,1267.613204
Africa,Kenya,1982,1348.225791
Africa,Kenya,1987,1361.936856
Africa,Kenya,1992,1341.9217210000004
Africa,Kenya,1997,1360.4850210000004
Africa,Kenya,2002,1287.514732
Africa,Kenya,2007,1463.249282
Asia,"Korea, Dem. Rep.",1952,1088.277758
Asia,"Korea, Dem. Rep.",1957,1571.134655
Asia,"Korea, Dem. Rep.",1962,1621.693598
Asia,"Korea, Dem. Rep.",1967,2143.540609
Asia,"Korea, Dem. Rep.",1972,3701.621503
Asia,"Korea, Dem. Rep.",1977,4106.301249
Asia,"Korea, Dem. Rep.",1982,4106.525293
Asia,"Korea, Dem. Rep.",1987,4106.492315
Asia,"Korea, Dem. Rep.",1992,3726.063507
Asia,"Korea, Dem. Rep.",1997,1690.756814
Asia,"Korea, Dem. Rep.",2002,1646.758151
Asia,"Korea, Dem. Rep.",2007,1593.06548
Asia,"Korea, Rep.",1952,1030.592226
Asia,"Korea, Rep.",1957,1487.593537
Asia,"Korea, Rep.",1962,1536.344387
Asia,"Korea, Rep.",1967,2029.228142
Asia,"Korea, Rep.",1972,3030.87665
Asia,"Korea, Rep.",1977,4657.22102
Asia,"Korea, Rep.",1982,5622.942464
Asia,"Korea, Rep.",1987,8533.088805
Asia,"Korea, Rep.",1992,12104.27872
Asia,"Korea, Rep.",1997,15993.52796
Asia,"Korea, Rep.",2002,19233.98818
Asia,"Korea, Rep.",2007,23348.139730000006
Asia,Kuwait,1952,108382.3529
Asia,Kuwait,1957,113523.1329
Asia,Kuwait,1962,95458.11176
Asia,Kuwait,1967,80894.88326
Asia,Kuwait,1972,109347.867
Asia,Kuwait,1977,59265.47714
Asia,Kuwait,1982,31354.03573
Asia,Kuwait,1987,28118.42998
Asia,Kuwait,1992,34932.91959
Asia,Kuwait,1997,40300.61996
Asia,Kuwait,2002,35110.10566
Asia,Kuwait,2007,47306.98978
Asia,Lebanon,1952,4834.804067
Asia,Lebanon,1957,6089.786934000002
Asia,Lebanon,1962,5714.560611
Asia,Lebanon,1967,6006.983042
Asia,Lebanon,1972,7486.384341
Asia,Lebanon,1977,8659.696836
Asia,Lebanon,1982,7640.519520999998
Asia,Lebanon,1987,5377.091329
Asia,Lebanon,1992,6890.806854
Asia,Lebanon,1997,8754.96385
Asia,Lebanon,2002,9313.93883
Asia,Lebanon,2007,10461.05868
Africa,Lesotho,1952,298.8462121
Africa,Lesotho,1957,335.9971151000001
Africa,Lesotho,1962,411.8006266
Africa,Lesotho,1967,498.6390265
Africa,Lesotho,1972,496.5815922000001
Africa,Lesotho,1977,745.3695408
Africa,Lesotho,1982,797.2631074
Africa,Lesotho,1987,773.9932140999998
Africa,Lesotho,1992,977.4862725
Africa,Lesotho,1997,1186.147994
Africa,Lesotho,2002,1275.184575
Africa,Lesotho,2007,1569.331442
Africa,Liberia,1952,575.5729961000002
Africa,Liberia,1957,620.9699901
Africa,Liberia,1962,634.1951625
Africa,Liberia,1967,713.6036482999998
Africa,Liberia,1972,803.0054535
Africa,Liberia,1977,640.3224382999998
Africa,Liberia,1982,572.1995694
Africa,Liberia,1987,506.1138573
Africa,Liberia,1992,636.6229191000001
Africa,Liberia,1997,609.1739508
Africa,Liberia,2002,531.4823679
Africa,Liberia,2007,414.5073415
Africa,Libya,1952,2387.54806
Africa,Libya,1957,3448.284395
Africa,Libya,1962,6757.030816
Africa,Libya,1967,18772.75169
Africa,Libya,1972,21011.49721
Africa,Libya,1977,21951.21176
Africa,Libya,1982,17364.275380000006
Africa,Libya,1987,11770.5898
Africa,Libya,1992,9640.138501
Africa,Libya,1997,9467.446056
Africa,Libya,2002,9534.677467
Africa,Libya,2007,12057.49928
Africa,Madagascar,1952,1443.011715
Africa,Madagascar,1957,1589.20275
Africa,Madagascar,1962,1643.38711
Africa,Madagascar,1967,1634.047282
Africa,Madagascar,1972,1748.562982
Africa,Madagascar,1977,1544.228586
Africa,Madagascar,1982,1302.878658
Africa,Madagascar,1987,1155.441948
Africa,Madagascar,1992,1040.67619
Africa,Madagascar,1997,986.2958956
Africa,Madagascar,2002,894.6370822
Africa,Madagascar,2007,1044.770126
Africa,Malawi,1952,369.1650802
Africa,Malawi,1957,416.3698064
Africa,Malawi,1962,427.9010856
Africa,Malawi,1967,495.5147806
Africa,Malawi,1972,584.6219709
Africa,Malawi,1977,663.2236766
Africa,Malawi,1982,632.8039209
Africa,Malawi,1987,635.5173633999998
Africa,Malawi,1992,563.2000145
Africa,Malawi,1997,692.2758102999999
Africa,Malawi,2002,665.4231186000002
Africa,Malawi,2007,759.3499101
Asia,Malaysia,1952,1831.132894
Asia,Malaysia,1957,1810.0669920000007
Asia,Malaysia,1962,2036.884944
Asia,Malaysia,1967,2277.742396
Asia,Malaysia,1972,2849.09478
Asia,Malaysia,1977,3827.921571
Asia,Malaysia,1982,4920.355951
Asia,Malaysia,1987,5249.802653
Asia,Malaysia,1992,7277.912802
Asia,Malaysia,1997,10132.90964
Asia,Malaysia,2002,10206.97794
Asia,Malaysia,2007,12451.6558
Africa,Mali,1952,452.3369807
Africa,Mali,1957,490.3821867
Africa,Mali,1962,496.1743428
Africa,Mali,1967,545.0098873
Africa,Mali,1972,581.3688761
Africa,Mali,1977,686.3952693
Africa,Mali,1982,618.0140640999998
Africa,Mali,1987,684.1715576
Africa,Mali,1992,739.014375
Africa,Mali,1997,790.2579846
Africa,Mali,2002,951.4097518
Africa,Mali,2007,1042.581557
Africa,Mauritania,1952,743.1159097
Africa,Mauritania,1957,846.1202613
Africa,Mauritania,1962,1055.896036
Africa,Mauritania,1967,1421.145193
Africa,Mauritania,1972,1586.851781
Africa,Mauritania,1977,1497.492223
Africa,Mauritania,1982,1481.150189
Africa,Mauritania,1987,1421.603576
Africa,Mauritania,1992,1361.369784
Africa,Mauritania,1997,1483.136136
Africa,Mauritania,2002,1579.019543
Africa,Mauritania,2007,1803.151496
Africa,Mauritius,1952,1967.955707
Africa,Mauritius,1957,2034.037981
Africa,Mauritius,1962,2529.0674870000007
Africa,Mauritius,1967,2475.387562
Africa,Mauritius,1972,2575.484158
Africa,Mauritius,1977,3710.982963
Africa,Mauritius,1982,3688.037739
Africa,Mauritius,1987,4783.586903
Africa,Mauritius,1992,6058.253846000001
Africa,Mauritius,1997,7425.705295000002
Africa,Mauritius,2002,9021.815894
Africa,Mauritius,2007,10956.99112
Americas,Mexico,1952,3478.125529
Americas,Mexico,1957,4131.546641
Americas,Mexico,1962,4581.609385
Americas,Mexico,1967,5754.733883
Americas,Mexico,1972,6809.406690000002
Americas,Mexico,1977,7674.929108
Americas,Mexico,1982,9611.147541
Americas,Mexico,1987,8688.156003
Americas,Mexico,1992,9472.384295
Americas,Mexico,1997,9767.29753
Americas,Mexico,2002,10742.44053
Americas,Mexico,2007,11977.57496
Asia,Mongolia,1952,786.5668575
Asia,Mongolia,1957,912.6626085
Asia,Mongolia,1962,1056.353958
Asia,Mongolia,1967,1226.04113
Asia,Mongolia,1972,1421.741975
Asia,Mongolia,1977,1647.511665
Asia,Mongolia,1982,2000.603139
Asia,Mongolia,1987,2338.008304
Asia,Mongolia,1992,1785.402016
Asia,Mongolia,1997,1902.2521
Asia,Mongolia,2002,2140.739323
Asia,Mongolia,2007,3095.7722710000007
Europe,Montenegro,1952,2647.585601
Europe,Montenegro,1957,3682.259903
Europe,Montenegro,1962,4649.593785
Europe,Montenegro,1967,5907.850937
Europe,Montenegro,1972,7778.414017
Europe,Montenegro,1977,9595.929905
Europe,Montenegro,1982,11222.58762
Europe,Montenegro,1987,11732.51017
Europe,Montenegro,1992,7003.339037000002
Europe,Montenegro,1997,6465.613349
Europe,Montenegro,2002,6557.194282
Europe,Montenegro,2007,9253.896111
Africa,Morocco,1952,1688.20357
Africa,Morocco,1957,1642.002314
Africa,Morocco,1962,1566.353493
Africa,Morocco,1967,1711.04477
Africa,Morocco,1972,1930.194975
Africa,Morocco,1977,2370.619976
Africa,Morocco,1982,2702.620356
Africa,Morocco,1987,2755.046991
Africa,Morocco,1992,2948.047252
Africa,Morocco,1997,2982.101858
Africa,Morocco,2002,3258.495584
Africa,Morocco,2007,3820.17523
Africa,Mozambique,1952,468.5260381
Africa,Mozambique,1957,495.58683330000014
Africa,Mozambique,1962,556.6863539
Africa,Mozambique,1967,566.6691539
Africa,Mozambique,1972,724.9178037
Africa,Mozambique,1977,502.3197334
Africa,Mozambique,1982,462.2114149
Africa,Mozambique,1987,389.8761846
Africa,Mozambique,1992,410.8968239
Africa,Mozambique,1997,472.34607710000006
Africa,Mozambique,2002,633.6179466
Africa,Mozambique,2007,823.6856205
Asia,Myanmar,1952,331.0
Asia,Myanmar,1957,350.0
Asia,Myanmar,1962,388.0
Asia,Myanmar,1967,349.0
Asia,Myanmar,1972,357.0
Asia,Myanmar,1977,371.0
Asia,Myanmar,1982,424.0
Asia,Myanmar,1987,385.0
Asia,Myanmar,1992,347.0
Asia,Myanmar,1997,415.0
Asia,Myanmar,2002,611.0
Asia,Myanmar,2007,944.0
Africa,Namibia,1952,2423.780443
Africa,Namibia,1957,2621.448058
Africa,Namibia,1962,3173.215595
Africa,Namibia,1967,3793.694753
Africa,Namibia,1972,3746.080948
Africa,Namibia,1977,3876.485958
Africa,Namibia,1982,4191.100511
Africa,Namibia,1987,3693.731337
Africa,Namibia,1992,3804.537999
Africa,Namibia,1997,3899.52426
Africa,Namibia,2002,4072.324751
Africa,Namibia,2007,4811.060429
Asia,Nepal,1952,545.8657228999998
Asia,Nepal,1957,597.9363557999999
Asia,Nepal,1962,652.3968593
Asia,Nepal,1967,676.4422254
Asia,Nepal,1972,674.7881296
Asia,Nepal,1977,694.1124398
Asia,Nepal,1982,718.3730947
Asia,Nepal,1987,775.6324501
Asia,Nepal,1992,897.7403604
Asia,Nepal,1997,1010.892138
Asia,Nepal,2002,1057.206311
Asia,Nepal,2007,1091.359778
Europe,Netherlands,1952,8941.571858
Europe,Netherlands,1957,11276.19344
Europe,Netherlands,1962,12790.84956
Europe,Netherlands,1967,15363.25136
Europe,Netherlands,1972,18794.74567
Europe,Netherlands,1977,21209.0592
Europe,Netherlands,1982,21399.46046
Europe,Netherlands,1987,23651.32361
Europe,Netherlands,1992,26790.94961
Europe,Netherlands,1997,30246.13063
Europe,Netherlands,2002,33724.75778
Europe,Netherlands,2007,36797.93332
Oceania,New Zealand,1952,10556.57566
Oceania,New Zealand,1957,12247.39532
Oceania,New Zealand,1962,13175.678
Oceania,New Zealand,1967,14463.918930000002
Oceania,New Zealand,1972,16046.03728
Oceania,New Zealand,1977,16233.7177
Oceania,New Zealand,1982,17632.4104
Oceania,New Zealand,1987,19007.19129
Oceania,New Zealand,1992,18363.32494
Oceania,New Zealand,1997,21050.41377
Oceania,New Zealand,2002,23189.80135
Oceania,New Zealand,2007,25185.00911
Americas,Nicaragua,1952,3112.363948
Americas,Nicaragua,1957,3457.415947
Americas,Nicaragua,1962,3634.364406
Americas,Nicaragua,1967,4643.393534000002
Americas,Nicaragua,1972,4688.593267
Americas,Nicaragua,1977,5486.371089
Americas,Nicaragua,1982,3470.3381560000007
Americas,Nicaragua,1987,2955.984375
Americas,Nicaragua,1992,2170.151724
Americas,Nicaragua,1997,2253.023004
Americas,Nicaragua,2002,2474.548819
Americas,Nicaragua,2007,2749.320965
Africa,Niger,1952,761.879376
Africa,Niger,1957,835.5234025000002
Africa,Niger,1962,997.7661127
Africa,Niger,1967,1054.384891
Africa,Niger,1972,954.2092363
Africa,Niger,1977,808.8970727999998
Africa,Niger,1982,909.7221354
Africa,Niger,1987,668.3000228
Africa,Niger,1992,581.182725
Africa,Niger,1997,580.3052092
Africa,Niger,2002,601.0745012
Africa,Niger,2007,619.6768923999998
Africa,Nigeria,1952,1077.281856
Africa,Nigeria,1957,1100.5925630000004
Africa,Nigeria,1962,1150.9274779999996
Africa,Nigeria,1967,1014.514104
Africa,Nigeria,1972,1698.388838
Africa,Nigeria,1977,1981.951806
Africa,Nigeria,1982,1576.97375
Africa,Nigeria,1987,1385.029563
Africa,Nigeria,1992,1619.848217
Africa,Nigeria,1997,1624.941275
Africa,Nigeria,2002,1615.286395
Africa,Nigeria,2007,2013.977305
Europe,Norway,1952,10095.42172
Europe,Norway,1957,11653.97304
Europe,Norway,1962,13450.40151
Europe,Norway,1967,16361.87647
Europe,Norway,1972,18965.05551
Europe,Norway,1977,23311.34939
Europe,Norway,1982,26298.63531
Europe,Norway,1987,31540.9748
Europe,Norway,1992,33965.66115
Europe,Norway,1997,41283.16433
Europe,Norway,2002,44683.97525
Europe,Norway,2007,49357.19017
Asia,Oman,1952,1828.230307
Asia,Oman,1957,2242.746551
Asia,Oman,1962,2924.638113
Asia,Oman,1967,4720.942687
Asia,Oman,1972,10618.03855
Asia,Oman,1977,11848.34392
Asia,Oman,1982,12954.79101
Asia,Oman,1987,18115.22313
Asia,Oman,1992,18616.70691
Asia,Oman,1997,19702.05581
Asia,Oman,2002,19774.83687
Asia,Oman,2007,22316.19287
Asia,Pakistan,1952,684.5971437999998
Asia,Pakistan,1957,747.0835292
Asia,Pakistan,1962,803.3427418
Asia,Pakistan,1967,942.4082588
Asia,Pakistan,1972,1049.938981
Asia,Pakistan,1977,1175.921193
Asia,Pakistan,1982,1443.429832
Asia,Pakistan,1987,1704.686583
Asia,Pakistan,1992,1971.829464
Asia,Pakistan,1997,2049.3505210000008
Asia,Pakistan,2002,2092.712441
Asia,Pakistan,2007,2605.94758
Americas,Panama,1952,2480.380334
Americas,Panama,1957,2961.800905
Americas,Panama,1962,3536.540301
Americas,Panama,1967,4421.009084
Americas,Panama,1972,5364.249663000001
Americas,Panama,1977,5351.912144
Americas,Panama,1982,7009.601598
Americas,Panama,1987,7034.779161
Americas,Panama,1992,6618.74305
Americas,Panama,1997,7113.692252
Americas,Panama,2002,7356.0319340000015
Americas,Panama,2007,9809.185636
Americas,Paraguay,1952,1952.308701
Americas,Paraguay,1957,2046.154706
Americas,Paraguay,1962,2148.027146
Americas,Paraguay,1967,2299.376311
Americas,Paraguay,1972,2523.337977
Americas,Paraguay,1977,3248.373311
Americas,Paraguay,1982,4258.503604
Americas,Paraguay,1987,3998.875695
Americas,Paraguay,1992,4196.411078
Americas,Paraguay,1997,4247.400261
Americas,Paraguay,2002,3783.674243
Americas,Paraguay,2007,4172.838464
Americas,Peru,1952,3758.523437
Americas,Peru,1957,4245.256697999999
Americas,Peru,1962,4957.037982
Americas,Peru,1967,5788.09333
Americas,Peru,1972,5937.827283
Americas,Peru,1977,6281.290854999998
Americas,Peru,1982,6434.501797
Americas,Peru,1987,6360.943444
Americas,Peru,1992,4446.380924
Americas,Peru,1997,5838.347657
Americas,Peru,2002,5909.020073
Americas,Peru,2007,7408.905561
Asia,Philippines,1952,1272.880995
Asia,Philippines,1957,1547.944844
Asia,Philippines,1962,1649.552153
Asia,Philippines,1967,1814.12743
Asia,Philippines,1972,1989.37407
Asia,Philippines,1977,2373.204287
Asia,Philippines,1982,2603.273765
Asia,Philippines,1987,2189.634995
Asia,Philippines,1992,2279.324017000001
Asia,Philippines,1997,2536.534925
Asia,Philippines,2002,2650.921068
Asia,Philippines,2007,3190.481016
Europe,Poland,1952,4029.329699
Europe,Poland,1957,4734.253019
Europe,Poland,1962,5338.752143
Europe,Poland,1967,6557.152776
Europe,Poland,1972,8006.506993000001
Europe,Poland,1977,9508.141454
Europe,Poland,1982,8451.531004
Europe,Poland,1987,9082.351172
Europe,Poland,1992,7738.881247
Europe,Poland,1997,10159.58368
Europe,Poland,2002,12002.23908
Europe,Poland,2007,15389.924680000002
Europe,Portugal,1952,3068.319867
Europe,Portugal,1957,3774.571743
Europe,Portugal,1962,4727.954889
Europe,Portugal,1967,6361.517993
Europe,Portugal,1972,9022.247417
Europe,Portugal,1977,10172.48572
Europe,Portugal,1982,11753.84291
Europe,Portugal,1987,13039.30876
Europe,Portugal,1992,16207.266630000002
Europe,Portugal,1997,17641.03156
Europe,Portugal,2002,19970.90787
Europe,Portugal,2007,20509.64777
Americas,Puerto Rico,1952,3081.959785
Americas,Puerto Rico,1957,3907.156189
Americas,Puerto Rico,1962,5108.34463
Americas,Puerto Rico,1967,6929.277714
Americas,Puerto Rico,1972,9123.041742
Americas,Puerto Rico,1977,9770.524921
Americas,Puerto Rico,1982,10330.98915
Americas,Puerto Rico,1987,12281.34191
Americas,Puerto Rico,1992,14641.58711
Americas,Puerto Rico,1997,16999.4333
Americas,Puerto Rico,2002,18855.60618
Americas,Puerto Rico,2007,19328.70901
Africa,Reunion,1952,2718.885295
Africa,Reunion,1957,2769.451844
Africa,Reunion,1962,3173.72334
Africa,Reunion,1967,4021.175739
Africa,Reunion,1972,5047.658563
Africa,Reunion,1977,4319.804067
Africa,Reunion,1982,5267.219353
Africa,Reunion,1987,5303.377488
Africa,Reunion,1992,6101.255823
Africa,Reunion,1997,6071.941411
Africa,Reunion,2002,6316.1652
Africa,Reunion,2007,7670.122558
Europe,Romania,1952,3144.613186
Europe,Romania,1957,3943.370225
Europe,Romania,1962,4734.997586
Europe,Romania,1967,6470.866545
Europe,Romania,1972,8011.4144019999985
Europe,Romania,1977,9356.39724
Europe,Romania,1982,9605.314053
Europe,Romania,1987,9696.273295
Europe,Romania,1992,6598.409903
Europe,Romania,1997,7346.547556999999
Europe,Romania,2002,7885.360081
Europe,Romania,2007,10808.47561
Africa,Rwanda,1952,493.3238752
Africa,Rwanda,1957,540.2893982999999
Africa,Rwanda,1962,597.4730727000001
Africa,Rwanda,1967,510.9637142
Africa,Rwanda,1972,590.5806637999998
Africa,Rwanda,1977,670.0806011
Africa,Rwanda,1982,881.5706467
Africa,Rwanda,1987,847.991217
Africa,Rwanda,1992,737.0685949
Africa,Rwanda,1997,589.9445051
Africa,Rwanda,2002,785.6537647999999
Africa,Rwanda,2007,863.0884639000002
Africa,Sao Tome and Principe,1952,879.5835855
Africa,Sao Tome and Principe,1957,860.7369026
Africa,Sao Tome and Principe,1962,1071.551119
Africa,Sao Tome and Principe,1967,1384.840593
Africa,Sao Tome and Principe,1972,1532.985254
Africa,Sao Tome and Principe,1977,1737.561657
Africa,Sao Tome and Principe,1982,1890.218117
Africa,Sao Tome and Principe,1987,1516.525457
Africa,Sao Tome and Principe,1992,1428.777814
Africa,Sao Tome and Principe,1997,1339.076036
Africa,Sao Tome and Principe,2002,1353.09239
Africa,Sao Tome and Principe,2007,1598.435089
Asia,Saudi Arabia,1952,6459.554823
Asia,Saudi Arabia,1957,8157.5912480000015
Asia,Saudi Arabia,1962,11626.41975
Asia,Saudi Arabia,1967,16903.04886
Asia,Saudi Arabia,1972,24837.42865
Asia,Saudi Arabia,1977,34167.7626
Asia,Saudi Arabia,1982,33693.17525
Asia,Saudi Arabia,1987,21198.26136
Asia,Saudi Arabia,1992,24841.61777
Asia,Saudi Arabia,1997,20586.69019
Asia,Saudi Arabia,2002,19014.54118
Asia,Saudi Arabia,2007,21654.83194
Africa,Senegal,1952,1450.356983
Africa,Senegal,1957,1567.653006
Africa,Senegal,1962,1654.988723
Africa,Senegal,1967,1612.404632
Africa,Senegal,1972,1597.712056
Africa,Senegal,1977,1561.769116
Africa,Senegal,1982,1518.479984
Africa,Senegal,1987,1441.72072
Africa,Senegal,1992,1367.899369
Africa,Senegal,1997,1392.368347
Africa,Senegal,2002,1519.635262
Africa,Senegal,2007,1712.472136
Europe,Serbia,1952,3581.459448
Europe,Serbia,1957,4981.090891
Europe,Serbia,1962,6289.629157
Europe,Serbia,1967,7991.707066
Europe,Serbia,1972,10522.06749
Europe,Serbia,1977,12980.66956
Europe,Serbia,1982,15181.0927
Europe,Serbia,1987,15870.87851
Europe,Serbia,1992,9325.068238
Europe,Serbia,1997,7914.320304000002
Europe,Serbia,2002,7236.075251
Europe,Serbia,2007,9786.534714
Africa,Sierra Leone,1952,879.7877358
Africa,Sierra Leone,1957,1004.484437
Africa,Sierra Leone,1962,1116.6398769999996
Africa,Sierra Leone,1967,1206.043465
Africa,Sierra Leone,1972,1353.759762
Africa,Sierra Leone,1977,1348.285159
Africa,Sierra Leone,1982,1465.010784
Africa,Sierra Leone,1987,1294.4477880000004
Africa,Sierra Leone,1992,1068.696278
Africa,Sierra Leone,1997,574.6481576
Africa,Sierra Leone,2002,699.4897129999998
Africa,Sierra Leone,2007,862.5407561000002
Asia,Singapore,1952,2315.138227
Asia,Singapore,1957,2843.104409
Asia,Singapore,1962,3674.735572
Asia,Singapore,1967,4977.41854
Asia,Singapore,1972,8597.756202
Asia,Singapore,1977,11210.08948
Asia,Singapore,1982,15169.16112
Asia,Singapore,1987,18861.53081
Asia,Singapore,1992,24769.8912
Asia,Singapore,1997,33519.4766
Asia,Singapore,2002,36023.1054
Asia,Singapore,2007,47143.17964
Europe,Slovak Republic,1952,5074.659104
Europe,Slovak Republic,1957,6093.26298
Europe,Slovak Republic,1962,7481.107598
Europe,Slovak Republic,1967,8412.902397
Europe,Slovak Republic,1972,9674.167626
Europe,Slovak Republic,1977,10922.66404
Europe,Slovak Republic,1982,11348.54585
Europe,Slovak Republic,1987,12037.26758
Europe,Slovak Republic,1992,9498.467723
Europe,Slovak Republic,1997,12126.23065
Europe,Slovak Republic,2002,13638.778369999998
Europe,Slovak Republic,2007,18678.31435
Europe,Slovenia,1952,4215.041741
Europe,Slovenia,1957,5862.276629
Europe,Slovenia,1962,7402.303395
Europe,Slovenia,1967,9405.489397
Europe,Slovenia,1972,12383.4862
Europe,Slovenia,1977,15277.030169999998
Europe,Slovenia,1982,17866.72175
Europe,Slovenia,1987,18678.53492
Europe,Slovenia,1992,14214.71681
Europe,Slovenia,1997,17161.10735
Europe,Slovenia,2002,20660.01936
Europe,Slovenia,2007,25768.25759
Africa,Somalia,1952,1135.749842
Africa,Somalia,1957,1258.147413
Africa,Somalia,1962,1369.488336
Africa,Somalia,1967,1284.7331800000004
Africa,Somalia,1972,1254.576127
Africa,Somalia,1977,1450.992513
Africa,Somalia,1982,1176.807031
Africa,Somalia,1987,1093.244963
Africa,Somalia,1992,926.9602964
Africa,Somalia,1997,930.5964284
Africa,Somalia,2002,882.0818218000002
Africa,Somalia,2007,926.1410683
Africa,South Africa,1952,4725.295531000002
Africa,South Africa,1957,5487.104219
Africa,South Africa,1962,5768.729717
Africa,South Africa,1967,7114.477970999998
Africa,South Africa,1972,7765.962636
Africa,South Africa,1977,8028.651439
Africa,South Africa,1982,8568.266228
Africa,South Africa,1987,7825.823398
Africa,South Africa,1992,7225.069257999998
Africa,South Africa,1997,7479.188244
Africa,South Africa,2002,7710.946444
Africa,South Africa,2007,9269.657808
Europe,Spain,1952,3834.034742
Europe,Spain,1957,4564.80241
Europe,Spain,1962,5693.843879
Europe,Spain,1967,7993.512294
Europe,Spain,1972,10638.75131
Europe,Spain,1977,13236.92117
Europe,Spain,1982,13926.16997
Europe,Spain,1987,15764.98313
Europe,Spain,1992,18603.06452
Europe,Spain,1997,20445.29896
Europe,Spain,2002,24835.47166
Europe,Spain,2007,28821.0637
Asia,Sri Lanka,1952,1083.53203
Asia,Sri Lanka,1957,1072.546602
Asia,Sri Lanka,1962,1074.47196
Asia,Sri Lanka,1967,1135.514326
Asia,Sri Lanka,1972,1213.39553
Asia,Sri Lanka,1977,1348.775651
Asia,Sri Lanka,1982,1648.079789
Asia,Sri Lanka,1987,1876.766827
Asia,Sri Lanka,1992,2153.739222
Asia,Sri Lanka,1997,2664.477257
Asia,Sri Lanka,2002,3015.378833
Asia,Sri Lanka,2007,3970.095407
Africa,Sudan,1952,1615.991129
Africa,Sudan,1957,1770.3370739999998
Africa,Sudan,1962,1959.593767
Africa,Sudan,1967,1687.997641
Africa,Sudan,1972,1659.652775
Africa,Sudan,1977,2202.988423
Africa,Sudan,1982,1895.544073
Africa,Sudan,1987,1507.819159
Africa,Sudan,1992,1492.197043
Africa,Sudan,1997,1632.2107640000004
Africa,Sudan,2002,1993.398314
Africa,Sudan,2007,2602.394995
Africa,Swaziland,1952,1148.376626
Africa,Swaziland,1957,1244.708364
Africa,Swaziland,1962,1856.182125
Africa,Swaziland,1967,2613.101665
Africa,Swaziland,1972,3364.836625
Africa,Swaziland,1977,3781.410618
Africa,Swaziland,1982,3895.384018
Africa,Swaziland,1987,3984.839812
Africa,Swaziland,1992,3553.0224
Africa,Swaziland,1997,3876.76846
Africa,Swaziland,2002,4128.116943
Africa,Swaziland,2007,4513.480643
Europe,Sweden,1952,8527.844662000001
Europe,Sweden,1957,9911.878226
Europe,Sweden,1962,12329.44192
