continent,country,year,pop
Asia,"Korea, Dem. Rep.",1992,20711375
Asia,"Korea, Dem. Rep.",1997,21585105
Asia,"Korea, Dem. Rep.",2002,22215365
Asia,"Korea, Dem. Rep.",2007,23301725
Asia,"Korea, Rep.",1952,20947571
Asia,"Korea, Rep.",1957,22611552
Asia,"Korea, Rep.",1962,26420307
Asia,"Korea, Rep.",1967,30131000
Asia,"Korea, Rep.",1972,33505000
Asia,"Korea, Rep.",1977,36436000
Asia,"Korea, Rep.",1982,39326000
Asia,"Korea, Rep.",1987,41622000
Asia,"Korea, Rep.",1992,43805450
Asia,"Korea, Rep.",1997,46173816
Asia,"Korea, Rep.",2002,47969150
Asia,"Korea, Rep.",2007,49044790
Asia,Kuwait,1952,160000
Asia,Kuwait,1957,212846
Asia,Kuwait,1962,358266
Asia,Kuwait,1967,575003
Asia,Kuwait,1972,841934
Asia,Kuwait,1977,1140357
Asia,Kuwait,1982,1497494
Asia,Kuwait,1987,1891487
Asia,Kuwait,1992,1418095
Asia,Kuwait,1997,1765345
Asia,Kuwait,2002,2111561
Asia,Kuwait,2007,2505559
Asia,Lebanon,1952,1439529
Asia,Lebanon,1957,1647412
Asia,Lebanon,1962,1886848
Asia,Lebanon,1967,2186894
Asia,Lebanon,1972,2680018
Asia,Lebanon,1977,3115787
Asia,Lebanon,1982,3086876
Asia,Lebanon,1987,3089353
Asia,Lebanon,1992,3219994
Asia,Lebanon,1997,3430388
Asia,Lebanon,2002,3677780
Asia,Lebanon,2007,3921278
Africa,Lesotho,1952,748747
Africa,Lesotho,1957,813338
Africa,Lesotho,1962,893143
Africa,Lesotho,1967,996380
Africa,Lesotho,1972,1116779
Africa,Lesotho,1977,1251524
Africa,Lesotho,1982,1411807
Africa,Lesotho,1987,1599200
Africa,Lesotho,1992,1803195
Africa,Lesotho,1997,1982823
Africa,Lesotho,2002,2046772
Africa,Lesotho,2007,2012649
Africa,Liberia,1952,863308
Africa,Liberia,1957,975950
Africa,Liberia,1962,1112796
Africa,Liberia,1967,1279406
Africa,Liberia,1972,1482628
Africa,Liberia,1977,1703617
Africa,Liberia,1982,1956875
Africa,Liberia,1987,2269414
Africa,Liberia,1992,1912974
Africa,Liberia,1997,2200725
Africa,Liberia,2002,2814651
Africa,Liberia,2007,3193942
Africa,Libya,1952,1019729
Africa,Libya,1957,1201578
Africa,Libya,1962,1441863
Africa,Libya,1967,1759224
Africa,Libya,1972,2183877
Africa,Libya,1977,2721783
Africa,Libya,1982,3344074
Africa,Libya,1987,3799845
Africa,Libya,1992,4364501
Africa,Libya,1997,4759670
Africa,Libya,2002,5368585
Africa,Libya,2007,6036914
Africa,Madagascar,1952,4762912
Africa,Madagascar,1957,5181679
Africa,Madagascar,1962,5703324
Africa,Madagascar,1967,6334556
Africa,Madagascar,1972,7082430
Africa,Madagascar,1977,8007166
Africa,Madagascar,1982,9171477
Africa,Madagascar,1987,10568642
Africa,Madagascar,1992,12210395
Africa,Madagascar,1997,14165114
Africa,Madagascar,2002,16473477
Africa,Madagascar,2007,19167654
Africa,Malawi,1952,2917802
Africa,Malawi,1957,3221238
Africa,Malawi,1962,3628608
Africa,Malawi,1967,4147252
Africa,Malawi,1972,4730997
Africa,Malawi,1977,5637246
Africa,Malawi,1982,6502825
Africa,Malawi,1987,7824747
Africa,Malawi,1992,10014249
Africa,Malawi,1997,10419991
Africa,Malawi,2002,11824495
Africa,Malawi,2007,13327079
Asia,Malaysia,1952,6748378
Asia,Malaysia,1957,7739235
Asia,Malaysia,1962,8906385
Asia,Malaysia,1967,10154878
Asia,Malaysia,1972,11441462
Asia,Malaysia,1977,12845381
Asia,Malaysia,1982,14441916
Asia,Malaysia,1987,16331785
Asia,Malaysia,1992,18319502
Asia,Malaysia,1997,20476091
Asia,Malaysia,2002,22662365
Asia,Malaysia,2007,24821286
Africa,Mali,1952,3838168
Africa,Mali,1957,4241884
Africa,Mali,1962,4690372
Africa,Mali,1967,5212416
Africa,Mali,1972,5828158
Africa,Mali,1977,6491649
Africa,Mali,1982,6998256
Africa,Mali,1987,7634008
Africa,Mali,1992,8416215
Africa,Mali,1997,9384984
Africa,Mali,2002,10580176
Africa,Mali,2007,12031795
Africa,Mauritania,1952,1022556
Africa,Mauritania,1957,1076852
Africa,Mauritania,1962,1146757
Africa,Mauritania,1967,1230542
Africa,Mauritania,1972,1332786
Africa,Mauritania,1977,1456688
Africa,Mauritania,1982,1622136
Africa,Mauritania,1987,1841240
Africa,Mauritania,1992,2119465
Africa,Mauritania,1997,2444741
Africa,Mauritania,2002,2828858
Africa,Mauritania,2007,3270065
Africa,Mauritius,1952,516556
Africa,Mauritius,1957,609816
Africa,Mauritius,1962,701016
Africa,Mauritius,1967,789309
Africa,Mauritius,1972,851334
Africa,Mauritius,1977,913025
Africa,Mauritius,1982,992040
Africa,Mauritius,1987,1042663
Africa,Mauritius,1992,1096202
Africa,Mauritius,1997,1149818
Africa,Mauritius,2002,1200206
Africa,Mauritius,2007,1250882
Americas,Mexico,1952,30144317
Americas,Mexico,1957,35015548
Americas,Mexico,1962,41121485
Americas,Mexico,1967,47995559
Americas,Mexico,1972,55984294
Americas,Mexico,1977,63759976
Americas,Mexico,1982,71640904
Americas,Mexico,1987,80122492
Americas,Mexico,1992,88111030
Americas,Mexico,1997,95895146
Americas,Mexico,2002,102479927
Americas,Mexico,2007,108700891
Asia,Mongolia,1952,800663
Asia,Mongolia,1957,882134
Asia,Mongolia,1962,1010280
Asia,Mongolia,1967,1149500
Asia,Mongolia,1972,1320500
Asia,Mongolia,1977,1528000
Asia,Mongolia,1982,1756032
Asia,Mongolia,1987,2015133
Asia,Mongolia,1992,2312802
Asia,Mongolia,1997,2494803
Asia,Mongolia,2002,2674234
Asia,Mongolia,2007,2874127
Europe,Montenegro,1952,413834
Europe,Montenegro,1957,442829
Europe,Montenegro,1962,474528
Europe,Montenegro,1967,501035
Europe,Montenegro,1972,527678
Europe,Montenegro,1977,560073
Europe,Montenegro,1982,562548
Europe,Montenegro,1987,569473
Europe,Montenegro,1992,621621
Europe,Montenegro,1997,692651
Europe,Montenegro,2002,720230
Europe,Montenegro,2007,684736
Africa,Morocco,1952,9939217
Africa,Morocco,1957,11406350
Africa,Morocco,1962,13056604
Africa,Morocco,1967,14770296
Africa,Morocco,1972,16660670
Africa,Morocco,1977,18396941
Africa,Morocco,1982,20198730
Africa,Morocco,1987,22987397
Africa,Morocco,1992,25798239
Africa,Morocco,1997,28529501
Africa,Morocco,2002,31167783
Africa,Morocco,2007,33757175
Africa,Mozambique,1952,6446316
Africa,Mozambique,1957,7038035
Africa,Mozambique,1962,7788944
Africa,Mozambique,1967,8680909
Africa,Mozambique,1972,9809596
Africa,Mozambique,1977,11127868
Africa,Mozambique,1982,12587223
Africa,Mozambique,1987,12891952
Africa,Mozambique,1992,13160731
Africa,Mozambique,1997,16603334
Africa,Mozambique,2002,18473780
Africa,Mozambique,2007,19951656
Asia,Myanmar,1952,20092996
Asia,Myanmar,1957,21731844
Asia,Myanmar,1962,23634436
Asia,Myanmar,1967,25870271
Asia,Myanmar,1972,28466390
Asia,Myanmar,1977,31528087
Asia,Myanmar,1982,34680442
Asia,Myanmar,1987,38028578
Asia,Myanmar,1992,40546538
Asia,Myanmar,1997,43247867
Asia,Myanmar,2002,45598081
Asia,Myanmar,2007,47761980
Africa,Namibia,1952,485831
Africa,Namibia,1957,548080
Africa,Namibia,1962,621392
Africa,Namibia,1967,706640
Africa,Namibia,1972,821782
Africa,Namibia,1977,977026
Africa,Namibia,1982,1099010
Africa,Namibia,1987,1278184
Africa,Namibia,1992,1554253
Africa,Namibia,1997,1774766
Africa,Namibia,2002,1972153
Africa,Namibia,2007,2055080
Asia,Nepal,1952,9182536
Asia,Nepal,1957,9682338
Asia,Nepal,1962,10332057
Asia,Nepal,1967,11261690
Asia,Nepal,1972,12412593
Asia,Nepal,1977,13933198
Asia,Nepal,1982,15796314
Asia,Nepal,1987,17917180
Asia,Nepal,1992,20326209
Asia,Nepal,1997,23001113
Asia,Nepal,2002,25873917
Asia,Nepal,2007,28901790
Europe,Netherlands,1952,10381988
Europe,Netherlands,1957,11026383
Europe,Netherlands,1962,11805689
Europe,Netherlands,1967,12596822
Europe,Netherlands,1972,13329874
Europe,Netherlands,1977,13852989
Europe,Netherlands,1982,14310401
Europe,Netherlands,1987,14665278
Europe,Netherlands,1992,15174244
Europe,Netherlands,1997,15604464
Europe,Netherlands,2002,16122830
Europe,Netherlands,2007,16570613
Oceania,New Zealand,1952,1994794
Oceania,New Zealand,1957,2229407
Oceania,New Zealand,1962,2488550
Oceania,New Zealand,1967,2728150
Oceania,New Zealand,1972,2929100
Oceania,New Zealand,1977,3164900
Oceania,New Zealand,1982,3210650
Oceania,New Zealand,1987,3317166
Oceania,New Zealand,1992,3437674
Oceania,New Zealand,1997,3676187
Oceania,New Zealand,2002,3908037
Oceania,New Zealand,2007,4115771
Americas,Nicaragua,1952,1165790
Americas,Nicaragua,1957,1358828
Americas,Nicaragua,1962,1590597
Americas,Nicaragua,1967,1865490
Americas,Nicaragua,1972,2182908
Americas,Nicaragua,1977,2554598
Americas,Nicaragua,1982,2979423
Americas,Nicaragua,1987,3344353
Americas,Nicaragua,1992,4017939
Americas,Nicaragua,1997,4609572
Americas,Nicaragua,2002,5146848
Americas,Nicaragua,2007,5675356
Africa,Niger,1952,3379468
Africa,Niger,1957,3692184
Africa,Niger,1962,4076008
Africa,Niger,1967,4534062
Africa,Niger,1972,5060262
Africa,Niger,1977,5682086
Africa,Niger,1982,6437188
Africa,Niger,1987,7332638
Africa,Niger,1992,8392818
Africa,Niger,1997,9666252
Africa,Niger,2002,11140655
Africa,Niger,2007,12894865
Africa,Nigeria,1952,33119096
Africa,Nigeria,1957,37173340
Africa,Nigeria,1962,41871351
Africa,Nigeria,1967,47287752
Africa,Nigeria,1972,53740085
Africa,Nigeria,1977,62209173
Africa,Nigeria,1982,73039376
Africa,Nigeria,1987,81551520
Africa,Nigeria,1992,93364244
Africa,Nigeria,1997,106207839
Africa,Nigeria,2002,119901274
Africa,Nigeria,2007,135031164
Europe,Norway,1952,3327728
Europe,Norway,1957,3491938
Europe,Norway,1962,3638919
Europe,Norway,1967,3786019
Europe,Norway,1972,3933004
Europe,Norway,1977,4043205
Europe,Norway,1982,4114787
Europe,Norway,1987,4186147
Europe,Norway,1992,4286357
Europe,Norway,1997,4405672
Europe,Norway,2002,4535591
Europe,Norway,2007,4627926
Asia,Oman,1952,507833
Asia,Oman,1957,561977
Asia,Oman,1962,628164
Asia,Oman,1967,714775
Asia,Oman,1972,829050
Asia,Oman,1977,1004533
Asia,Oman,1982,1301048
Asia,Oman,1987,1593882
Asia,Oman,1992,1915208
Asia,Oman,1997,2283635
Asia,Oman,2002,2713462
Asia,Oman,2007,3204897
Asia,Pakistan,1952,41346560
Asia,Pakistan,1957,46679944
Asia,Pakistan,1962,53100671
Asia,Pakistan,1967,60641899
Asia,Pakistan,1972,69325921
Asia,Pakistan,1977,78152686
Asia,Pakistan,1982,91462088
Asia,Pakistan,1987,105186881
Asia,Pakistan,1992,120065004
Asia,Pakistan,1997,135564834
Asia,Pakistan,2002,153403524
Asia,Pakistan,2007,169270617
Americas,Panama,1952,940080
Americas,Panama,1957,1063506
Americas,Panama,1962,1215725
Americas,Panama,1967,1405486
Americas,Panama,1972,1616384
Americas,Panama,1977,1839782
Americas,Panama,1982,2036305
Americas,Panama,1987,2253639
Americas,Panama,1992,2484997
Americas,Panama,1997,2734531
Americas,Panama,2002,2990875
Americas,Panama,2007,3242173
Americas,Paraguay,1952,1555876
Americas,Paraguay,1957,1770902
Americas,Paraguay,1962,2009813
Americas,Paraguay,1967,2287985
Americas,Paraguay,1972,2614104
Americas,Paraguay,1977,2984494
Americas,Paraguay,1982,3366439
Americas,Paraguay,1987,3886512
Americas,Paraguay,1992,4483945
Americas,Paraguay,1997,5154123
Americas,Paraguay,2002,5884491
Americas,Paraguay,2007,6667147
Americas,Peru,1952,8025700
Americas,Peru,1957,9146100
Americas,Peru,1962,10516500
Americas,Peru,1967,12132200
Americas,Peru,1972,13954700
Americas,Peru,1977,15990099
Americas,Peru,1982,18125129
Americas,Peru,1987,20195924
Americas,Peru,1992,22430449
Americas,Peru,1997,24748122
Americas,Peru,2002,26769436
Americas,Peru,2007,28674757
Asia,Philippines,1952,22438691
Asia,Philippines,1957,26072194
Asia,Philippines,1962,30325264
Asia,Philippines,1967,35356600
Asia,Philippines,1972,40850141
Asia,Philippines,1977,46850962
Asia,Philippines,1982,53456774
Asia,Philippines,1987,60017788
Asia,Philippines,1992,67185766
Asia,Philippines,1997,75012988
Asia,Philippines,2002,82995088
Asia,Philippines,2007,91077287
Europe,Poland,1952,25730551
Europe,Poland,1957,28235346
Europe,Poland,1962,30329617
Europe,Poland,1967,31785378
Europe,Poland,1972,33039545
Europe,Poland,1977,34621254
Europe,Poland,1982,36227381
Europe,Poland,1987,37740710
Europe,Poland,1992,38370697
Europe,Poland,1997,38654957
Europe,Poland,2002,38625976
Europe,Poland,2007,38518241
Europe,Portugal,1952,8526050
Europe,Portugal,1957,8817650
Europe,Portugal,1962,9019800
Europe,Portugal,1967,9103000
Europe,Portugal,1972,8970450
Europe,Portugal,1977,9662600
Europe,Portugal,1982,9859650
Europe,Portugal,1987,9915289
Europe,Portugal,1992,9927680
Europe,Portugal,1997,10156415
Europe,Portugal,2002,10433867
Europe,Portugal,2007,10642836
Americas,Puerto Rico,1952,2227000
Americas,Puerto Rico,1957,2260000
Americas,Puerto Rico,1962,2448046
Americas,Puerto Rico,1967,2648961
Americas,Puerto Rico,1972,2847132
Americas,Puerto Rico,1977,3080828
Americas,Puerto Rico,1982,3279001
Americas,Puerto Rico,1987,3444468
Americas,Puerto Rico,1992,3585176
Americas,Puerto Rico,1997,3759430
Americas,Puerto Rico,2002,3859606
Americas,Puerto Rico,2007,3942491
Africa,Reunion,1952,257700
Africa,Reunion,1957,308700
Africa,Reunion,1962,358900
Africa,Reunion,1967,414024
Africa,Reunion,1972,461633
Africa,Reunion,1977,492095
Africa,Reunion,1982,517810
Africa,Reunion,1987,562035
Africa,Reunion,1992,622191
Africa,Reunion,1997,684810
Africa,Reunion,2002,743981
Africa,Reunion,2007,798094
Europe,Romania,1952,16630000
Europe,Romania,1957,17829327
Europe,Romania,1962,18680721
Europe,Romania,1967,19284814
Europe,Romania,1972,20662648
Europe,Romania,1977,21658597
Europe,Romania,1982,22356726
Europe,Romania,1987,22686371
Europe,Romania,1992,22797027
Europe,Romania,1997,22562458
Europe,Romania,2002,22404337
Europe,Romania,2007,22276056
Africa,Rwanda,1952,2534927
Africa,Rwanda,1957,2822082
Africa,Rwanda,1962,3051242
Africa,Rwanda,1967,3451079
Africa,Rwanda,1972,3992121
Africa,Rwanda,1977,4657072
Africa,Rwanda,1982,5507565
Africa,Rwanda,1987,6349365
Africa,Rwanda,1992,7290203
Africa,Rwanda,1997,7212583
Africa,Rwanda,2002,7852401
Africa,Rwanda,2007,8860588
Africa,Sao Tome and Principe,1952,60011
Africa,Sao Tome and Principe,1957,61325
Africa,Sao Tome and Principe,1962,65345
Africa,Sao Tome and Principe,1967,70787
Africa,Sao Tome and Principe,1972,76595
Africa,Sao Tome and Principe,1977,86796
Africa,Sao Tome and Principe,1982,98593
Africa,Sao Tome and Principe,1987,110812
Africa,Sao Tome and Principe,1992,125911
Africa,Sao Tome and Principe,1997,145608
Africa,Sao Tome and Principe,2002,170372
Africa,Sao Tome and Principe,2007,199579
Asia,Saudi Arabia,1952,4005677
Asia,Saudi Arabia,1957,4419650
Asia,Saudi Arabia,1962,4943029
Asia,Saudi Arabia,1967,5618198
Asia,Saudi Arabia,1972,6472756
Asia,Saudi Arabia,1977,8128505
Asia,Saudi Arabia,1982,11254672
Asia,Saudi Arabia,1987,14619745
Asia,Saudi Arabia,1992,16945857
Asia,Saudi Arabia,1997,21229759
Asia,Saudi Arabia,2002,24501530
Asia,Saudi Arabia,2007,27601038
Africa,Senegal,1952,2755589
Africa,Senegal,1957,3054547
Africa,Senegal,1962,3430243
Africa,Senegal,1967,3965841
Africa,Senegal,1972,4588696
Africa,Senegal,1977,5260855
Africa,Senegal,1982,6147783
Africa,Senegal,1987,7171347
Africa,Senegal,1992,8307920
Africa,Senegal,1997,9535314
Africa,Senegal,2002,10870037
Africa,Senegal,2007,12267493
Europe,Serbia,1952,6860147
Europe,Serbia,1957,7271135
Europe,Serbia,1962,7616060
Europe,Serbia,1967,7971222
Europe,Serbia,1972,8313288
Europe,Serbia,1977,8686367
Europe,Serbia,1982,9032824
Europe,Serbia,1987,9230783
Europe,Serbia,1992,9826397
Europe,Serbia,1997,10336594
Europe,Serbia,2002,10111559
Europe,Serbia,2007,10150265
Africa,Sierra Leone,1952,2143249
Africa,Sierra Leone,1957,2295678
Africa,Sierra Leone,1962,2467895
Africa,Sierra Leone,1967,2662190
Africa,Sierra Leone,1972,2879013
Africa,Sierra Leone,1977,3140897
Africa,Sierra Leone,1982,3464522
Africa,Sierra Leone,1987,3868905
Africa,Sierra Leone,1992,4260884
Africa,Sierra Leone,1997,4578212
Africa,Sierra Leone,2002,5359092
Africa,Sierra Leone,2007,6144562
Asia,Singapore,1952,1127000
Asia,Singapore,1957,1445929
Asia,Singapore,1962,1750200
Asia,Singapore,1967,1977600
Asia,Singapore,1972,2152400
Asia,Singapore,1977,2325300
Asia,Singapore,1982,2651869
Asia,Singapore,1987,2794552
Asia,Singapore,1992,3235865
Asia,Singapore,1997,3802309
Asia,Singapore,2002,4197776
Asia,Singapore,2007,4553009
Europe,Slovak Republic,1952,3558137
Europe,Slovak Republic,1957,3844277
Europe,Slovak Republic,1962,4237384
Europe,Slovak Republic,1967,4442238
Europe,Slovak Republic,1972,4593433
Europe,Slovak Republic,1977,4827803
Europe,Slovak Republic,1982,5048043
Europe,Slovak Republic,1987,5199318
Europe,Slovak Republic,1992,5302888
Europe,Slovak Republic,1997,5383010
Europe,Slovak Republic,2002,5410052
Europe,Slovak Republic,2007,5447502
Europe,Slovenia,1952,1489518
Europe,Slovenia,1957,1533070
Europe,Slovenia,1962,1582962
Europe,Slovenia,1967,1646912
Europe,Slovenia,1972,1694510
Europe,Slovenia,1977,1746919
Europe,Slovenia,1982,1861252
Europe,Slovenia,1987,1945870
Europe,Slovenia,1992,1999210
Europe,Slovenia,1997,2011612
Europe,Slovenia,2002,2011497
Europe,Slovenia,2007,2009245
Africa,Somalia,1952,2526994
Africa,Somalia,1957,2780415
Africa,Somalia,1962,3080153
Africa,Somalia,1967,3428839
Africa,Somalia,1972,3840161
Africa,Somalia,1977,4353666
Africa,Somalia,1982,5828892
Africa,Somalia,1987,6921858
Africa,Somalia,1992,6099799
Africa,Somalia,1997,6633514
Africa,Somalia,2002,7753310
Africa,Somalia,2007,9118773
Africa,South Africa,1952,14264935
Africa,South Africa,1957,16151549
Africa,South Africa,1962,18356657
Africa,South Africa,1967,20997321
Africa,South Africa,1972,23935810
Africa,South Africa,1977,27129932
Africa,South Africa,1982,31140029
Africa,South Africa,1987,35933379
Africa,South Africa,1992,39964159
Africa,South Africa,1997,42835005
Africa,South Africa,2002,44433622
Africa,South Africa,2007,43997828
Europe,Spain,1952,28549870
Europe,Spain,1957,29841614
Europe,Spain,1962,31158061
Europe,Spain,1967,32850275
Europe,Spain,1972,34513161
Europe,Spain,1977,36439000
Europe,Spain,1982,37983310
Europe,Spain,1987,38880702
Europe,Spain,1992,39549438
Europe,Spain,1997,39855442
Europe,Spain,2002,40152517
Europe,Spain,2007,40448191
Asia,Sri Lanka,1952,7982342
Asia,Sri Lanka,1957,9128546
Asia,Sri Lanka,1962,10421936
Asia,Sri Lanka,1967,11737396
Asia,Sri Lanka,1972,13016733
Asia,Sri Lanka,1977,14116836
Asia,Sri Lanka,1982,15410151
Asia,Sri Lanka,1987,16495304
Asia,Sri Lanka,1992,17587060
Asia,Sri Lanka,1997,18698655
Asia,Sri Lanka,2002,19576783
Asia,Sri Lanka,2007,20378239
Africa,Sudan,1952,8504667
Africa,Sudan,1957,9753392
Africa,Sudan,1962,11183227
Africa,Sudan,1967,12716129
Africa,Sudan,1972,14597019
Africa,Sudan,1977,17104986
Africa,Sudan,1982,20367053
Africa,Sudan,1987,24725960
Africa,Sudan,1992,28227588
Africa,Sudan,1997,32160729
Africa,Sudan,2002,37090298
Africa,Sudan,2007,42292929
Africa,Swaziland,1952,290243
Africa,Swaziland,1957,326741
Africa,Swaziland,1962,370006
Africa,Swaziland,1967,420690
Africa,Swaziland,1972,480105
Africa,Swaziland,1977,551425
Africa,Swaziland,1982,649901
Africa,Swaziland,1987,779348
Africa,Swaziland,1992,962344
Africa,Swaziland,1997,1054486
Africa,Swaziland,2002,1130269
Africa,Swaziland,2007,1133066
Europe,Sweden,1952,7124673
Europe,Sweden,1957,7363802
Europe,Sweden,1962,7561588
Europe,Sweden,1967,7867931
Europe,Sweden,1972,8122293
Europe,Sweden,1977,8251648
Europe,Sweden,1982,8325260
Europe,Sweden,1987,8421403
Europe,Sweden,1992,8718867
Europe,Sweden,1997,8897619
Europe,Sweden,2002,8954175
Europe,Sweden,2007,9031088
Europe,Switzerland,1952,4815000
Europe,Switzerland,1957,5126000
Europe,Switzerland,1962,5666000
Europe,Switzerland,1967,6063000
Europe,Switzerland,1972,6401400
Europe,Switzerland,1977,6316424
Europe,Switzerland,1982,6468126
Europe,Switzerland,1987,6649942
Europe,Switzerland,1992,6995447
Europe,Switzerland,1997,7193761
Europe,Switzerland,2002,7361757
Europe,Switzerland,2007,7554661
Asia,Syria,1952,3661549
Asia,Syria,1957,4149908
Asia,Syria,1962,4834621
Asia,Syria,1967,5680812
Asia,Syria,1972,6701172
Asia,Syria,1977,7932503
Asia,Syria,1982,9410494
Asia,Syria,1987,11242847
Asia,Syria,1992,13219062
Asia,Syria,1997,15081016
Asia,Syria,2002,17155814
Asia,Syria,2007,19314747
Asia,Taiwan,1952,8550362
Asia,Taiwan,1957,10164215
Asia,Taiwan,1962,11918938
Asia,Taiwan,1967,13648692
Asia,Taiwan,1972,15226039
Asia,Taiwan,1977,16785196
Asia,Taiwan,1982,18501390
Asia,Taiwan,1987,19757799
Asia,Taiwan,1992,20686918
Asia,Taiwan,1997,21628605
Asia,Taiwan,2002,22454239
Asia,Taiwan,2007,23174294
Africa,Tanzania,1952,8322925
Africa,Tanzania,1957,9452826
Africa,Tanzania,1962,10863958
Africa,Tanzania,1967,12607312
Africa,Tanzania,1972,14706593
Africa,Tanzania,1977,17129565
Africa,Tanzania,1982,19844382
Africa,Tanzania,1987,23040630
Africa,Tanzania,1992,26605473
Africa,Tanzania,1997,30686889
Africa,Tanzania,2002,34593779
Africa,Tanzania,2007,38139640
Asia,Thailand,1952,21289402
Asia,Thailand,1957,25041917
Asia,Thailand,1962,29263397
Asia,Thailand,1967,34024249
Asia,Thailand,1972,39276153
Asia,Thailand,1977,44148285
Asia,Thailand,1982,48827160
Asia,Thailand,1987,52910342
Asia,Thailand,1992,56667095
Asia,Thailand,1997,60216677
Asia,Thailand,2002,62806748
Asia,Thailand,2007,65068149
Africa,Togo,1952,1219113
Africa,Togo,1957,1357445
Africa,Togo,1962,1528098
Africa,Togo,1967,1735550
Africa,Togo,1972,2056351
Africa,Togo,1977,2308582
Africa,Togo,1982,2644765
Africa,Togo,1987,3154264
Africa,Togo,1992,3747553
Africa,Togo,1997,4320890
Africa,Togo,2002,4977378
Africa,Togo,2007,5701579
Americas,Trinidad and Tobago,1952,662850
Americas,Trinidad and Tobago,1957,764900
Americas,Trinidad and Tobago,1962,887498
Americas,Trinidad and Tobago,1967,960155
Americas,Trinidad and Tobago,1972,975199
Americas,Trinidad and Tobago,1977,1039009
Americas,Trinidad and Tobago,1982,1116479
Americas,Trinidad and Tobago,1987,1191336
Americas,Trinidad and Tobago,1992,1183669
Americas,Trinidad and Tobago,1997,1138101
Americas,Trinidad and Tobago,2002,1101832
Americas,Trinidad and Tobago,2007,1056608
Africa,Tunisia,1952,3647735
Africa,Tunisia,1957,3950849
Africa,Tunisia,1962,4286552
Africa,Tunisia,1967,4786986
Africa,Tunisia,1972,5303507
Africa,Tunisia,1977,6005061
Africa,Tunisia,1982,6734098
Africa,Tunisia,1987,7724976
Africa,Tunisia,1992,8523077
Africa,Tunisia,1997,9231669
Africa,Tunisia,2002,9770575
Africa,Tunisia,2007,10276158
Europe,Turkey,1952,22235677
Europe,Turkey,1957,25670939
Europe,Turkey,1962,29788695
Europe,Turkey,1967,33411317
Europe,Turkey,1972,37492953
Europe,Turkey,1977,42404033
Europe,Turkey,1982,47328791
Europe,Turkey,1987,52881328
Europe,Turkey,1992,58179144
Europe,Turkey,1997,63047647
Europe,Turkey,2002,67308928
Europe,Turkey,2007,71158647
Africa,Uganda,1952,5824797
Africa,Uganda,1957,6675501
Africa,Uganda,1962,7688797
Africa,Uganda,1967,8900294
Africa,Uganda,1972,10190285
Africa,Uganda,1977,11457758
Africa,Uganda,1982,12939400
Africa,Uganda,1987,15283050
Africa,Uganda,1992,18252190
Africa,Uganda,1997,21210254
Africa,Uganda,2002,24739869
Africa,Uganda,2007,29170398
Europe,United Kingdom,1952,50430000
Europe,United Kingdom,1957,51430000
Europe,United Kingdom,1962,53292000
Europe,United Kingdom,1967,54959000
Europe,United Kingdom,1972,56079000
Europe,United Kingdom,1977,56179000
Europe,United Kingdom,1982,56339704
Europe,United Kingdom,1987,56981620
Europe,United Kingdom,1992,57866349
Europe,United Kingdom,1997,58808266
Europe,United Kingdom,2002,59912431
Europe,United Kingdom,2007,60776238
Americas,United States,1952,157553000
Americas,United States,1957,171984000
Americas,United States,1962,186538000
Americas,United States,1967,198712000
Americas,United States,1972,209896000
Americas,United States,1977,220239000
Americas,United States,1982,232187835
Americas,United States,1987,242803533
Americas,United States,1992,256894189
Americas,United States,1997,272911760
Americas,United States,2002,287675526
Americas,United States,2007,301139947
Americas,Uruguay,1952,2252965
Americas,Uruguay,1957,2424959
Americas,Uruguay,1962,2598466
Americas,Uruguay,1967,2748579
Americas,Uruguay,1972,2829526
Americas,Uruguay,1977,2873520
Americas,Uruguay,1982,2953997
Americas,Uruguay,1987,3045153
Americas,Uruguay,1992,3149262
Americas,Uruguay,1997,3262838
Americas,Uruguay,2002,3363085
Americas,Uruguay,2007,3447496
Americas,Venezuela,1952,5439568
Americas,Venezuela,1957,6702668
Americas,Venezuela,1962,8143375
Americas,Venezuela,1967,9709552
Americas,Venezuela,1972,11515649
Americas,Venezuela,1977,13503563
Americas,Venezuela,1982,15620766
Americas,Venezuela,1987,17910182
Americas,Venezuela,1992,20265563
Americas,Venezuela,1997,22374398
Americas,Venezuela,2002,24287670
Americas,Venezuela,2007,26084662
Asia,Vietnam,1952,26246839
Asia,Vietnam,1957,28998543
Asia,Vietnam,1962,33796140
Asia,Vietnam,1967,39463910
Asia,Vietnam,1972,44655014
Asia,Vietnam,1977,50533506
Asia,Vietnam,1982,56142181
Asia,Vietnam,1987,62826491
Asia,Vietnam,1992,69940728
Asia,Vietnam,1997,76048996
Asia,Vietnam,2002,80908147
Asia,Vietnam,2007,85262356
Asia,West Bank and Gaza,1952,1030585
Asia,West Bank and Gaza,1957,1070439
Asia,West Bank and Gaza,1962,1133134
Asia,West Bank and Gaza,1967,1142636
Asia,West Bank and Gaza,1972,1089572
Asia,West Bank and Gaza,1977,1261091
Asia,West Bank and Gaza,1982,1425876
Asia,West Bank and Gaza,1987,1691210
Asia,West Bank and Gaza,1992,2104779
Asia,West Bank and Gaza,1997,2826046
Asia,West Bank and Gaza,2002,3389578
Asia,West Bank and Gaza,2007,4018332
Asia,"Yemen, Rep.",1952,4963829
Asia,"Yemen, Rep.",1957,5498090
